id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,type,feature9.1,feature10,value
1139,96.0,33.0,15.0,3.13,4.7,10.4,0.9928,0.38,2.2,old,7.0,0.39,8
1140,136.0,55.0,14.000000000000002,3.3,5.1,9.8,0.9932,0.4,1.2,old,7.1,0.96,7
1141,62.0,10.0,72.5,3.35,8.3,10.0,0.99685,0.24,2.8,new,8.0,0.56,6
1142,128.0,35.0,21.0,3.37,2.6,11.2,0.99183,0.29,1.8,old,6.6,0.48,6
1143,178.0,68.0,22.0,3.4,5.1,9.3,0.99935,0.37,15.2,old,6.8,0.85,6
1145,192.0,49.0,23.0,2.98,5.8,9.0,0.9979,0.39,14.2,old,7.2,0.48,7
1146,15.0,7.0,46.0,3.18,6.1,9.5,0.9981,0.39,2.0,new,10.7,0.62,5
1153,30.0,18.0,63.0,3.4,7.8,9.8,0.99712,0.02,1.9,new,6.9,0.75,5
1155,125.0,14.0,47.0,3.09,4.8,9.8,0.99428,0.16,5.9,old,7.2,0.49,5
1156,8.0,3.0,37.0,3.27,8.0,11.0,0.99817,0.65,6.4,new,8.6,0.58,5
1157,256.0,35.0,36.0,2.93,5.2,8.6,1.0001,0.57,15.0,old,8.3,0.64,5
1158,74.0,11.0,47.0,3.48,3.6000000000000005,11.2,0.99082,0.1,1.3,old,5.3,0.54,4
1159,107.0,27.0,24.0,3.06,3.1,11.9,0.99,0.34,1.4,old,7.0,0.39,6
1160,128.0,31.0,22.0,3.41,2.9,11.3,0.9928,0.49,6.0,old,6.2,0.36,8
1161,93.0,18.0,27.0,3.11,4.4,12.25,0.99044,0.32,1.3,old,6.6,0.56,5
1162,155.0,49.0,37.0,3.16,4.5,8.7,0.9975,0.67,10.5,old,7.1,0.44,5
1163,106.0,28.0,30.0,3.14,3.6000000000000005,13.3,0.988245,0.28,1.6,old,6.2,0.41,6
1165,157.0,40.0,31.0,3.1,7.3,9.8,0.9938,0.26,1.7,old,7.6,0.46,5
1168,30.0,18.0,63.0,3.4,7.8,9.8,0.99712,0.02,1.9,new,6.9,0.75,5
1170,139.0,20.0,31.0,3.16,5.4,9.7,0.99836,0.23,12.7,old,7.6,0.5,4
1171,196.0,60.0,28.000000000000004,3.14,4.4,9.4,0.99562,0.42,8.2,old,6.6,0.48,5
1172,88.0,34.0,33.0,3.25,3.6000000000000005,12.5,0.99028,0.3,3.8,old,6.5,0.63,7
1173,114.0,21.0,19.0,2.85,4.2,9.5,0.99784,0.71,17.5,old,6.8,0.5,6
1174,56.0,19.0,63.5,3.02,40.3,9.3,0.99632,0.68,1.8,new,8.6,1.15,5
1175,169.0,31.0,25.0,3.07,4.7,10.6,0.99252,0.49,2.5,old,7.7,0.57,6
1176,93.0,38.0,20.0,3.36,3.7000000000000006,12.0,0.99021,0.23,1.5,old,5.9,0.49,6
1177,93.0,21.0,33.0,3.18,4.0,13.4,0.9896,0.31,4.2,old,6.9,0.48,7
1178,30.0,9.0,75.0,3.34,8.6,10.5,0.99824,0.14,2.5,new,8.9,0.64,5
1179,190.0,34.0,32.0,3.16,4.1,10.0,0.9944,0.12,5.9,old,6.0,0.72,5
1180,162.0,63.0,20.0,3.1,4.4,10.0,0.997,0.36,9.7,old,8.1,0.46,6
1181,136.0,37.0,32.0,,3.4000000000000004,10.8,0.992,0.25,1.7,old,6.1,0.5,7
1183,119.0,42.0,28.000000000000004,3.03,3.7000000000000006,12.5,0.9888,0.34,0.8,old,6.6,0.37,6
1185,145.0,34.0,23.0,3.09,3.7000000000000006,9.7,0.9981,0.35,10.7,old,9.2,0.32,5
1186,62.0,6.0,62.0,3.41,3.9,10.4,0.9934,0.24,1.1,old,6.7,0.32,5
1189,140.0,45.0,31.0,2.98,3.6000000000000005,12.0,0.99216,0.31,9.1,old,7.0,0.31,7
1190,134.0,61.0,24.0,3.3,3.8,11.3,0.99146,0.28,3.95,old,6.0,0.54,7
1191,134.0,6.0,27.0,3.15,4.7,11.4,0.9929,0.41,1.7,old,6.9,0.69,6
1192,12.0,5.0,38.0,3.36,10.6,11.4,0.99605,0.57,2.3,new,7.5,0.55,6
1193,84.0,9.0,69.5,3.44,4.2,10.2,0.99432,0.06,6.8,old,5.7,0.44,5
1194,77.5,51.0,63.0,3.2,9.3,9.5,0.99558,0.0,4.3,new,6.6,0.45,5
1198,126.0,48.0,26.0,3.22,2.6,11.3,0.99089,0.21,2.9,old,6.6,0.38,7
1199,37.0,16.0,32.0,3.22,6.3,10.0,0.9985,0.44,1.6,new,10.8,0.78,6
1200,100.0,35.0,23.0,3.04,6.2,9.2,0.99318,0.42,1.1,old,7.0,0.4,5
1201,25.0,8.0,65.0,3.47,6.6000000000000005,9.5,0.9972,0.02,2.1,new,7.0,0.67,6
1204,184.0,47.0,30.0,3.22,4.9,9.5,0.99514,0.19,7.7,old,6.3,0.48,5
1205,113.0,28.0,16.0,3.06,4.3,9.9,0.9936,0.26,6.3,old,5.7,0.58,6
1206,228.0,29.0,44.0,3.26,4.8,8.8,0.99955,0.44,14.4,old,6.4,0.54,7
1207,38.0,20.0,72.0,3.4,9.6,9.5,0.9978,0.17,2.6,new,7.9,0.53,5
1208,52.0,26.0,48.0,3.31,9.2,10.5,0.9982,0.41,3.3,new,8.8,0.53,6
1209,105.0,36.0,28.000000000000004,3.26,2.6,12.75,0.98963,0.3,3.9,old,5.8,0.58,6
1211,93.0,28.0,33.0,3.31,4.3,12.3,0.9897,0.32,1.4,old,5.7,0.5,6
1214,113.0,22.0,32.0,3.24,4.9,10.2,0.99289,0.3,1.0,old,6.8,0.61,5
1215,83.0,15.0,22.0,3.13,2.8,10.9,0.993,0.32,7.2,old,6.4,0.55,8
1216,120.0,28.0,22.0,3.27,4.1,9.9,0.99403,0.18,6.4,old,5.9,0.5,5
1217,43.0,17.0,31.0,3.31,7.8,12.5,0.99444,0.39,2.4,new,8.3,0.77,7
1218,197.0,47.0,23.0,3.12,5.2,9.0,0.99865,0.19,13.7,old,7.2,0.53,5
1219,62.0,26.0,59.0,3.18,9.0,10.2,0.9994,0.31,2.2,new,10.0,0.63,6
1221,236.0,53.0,54.0,3.2,5.0,9.6,0.9973,0.32,13.2,old,6.9,0.5,5
1224,89.0,16.0,20.0,2.96,5.4,9.5,0.99416,0.31,2.8,old,8.4,0.45,6
1225,26.0,13.0,49.0,3.38,7.9,9.8,0.99547,0.19,1.7,new,6.9,0.64,6
1228,35.0,11.0,56.99999999999999,3.36,7.7,10.8,0.99557,0.02,2.6,new,7.5,0.62,6
1230,58.0,32.0,46.0,3.33,7.8,9.8,0.998,0.31,2.25,new,8.5,0.54,5
1231,48.0,25.0,59.0,3.14,8.4,9.7,0.9981,0.14,2.0,new,9.4,0.56,5
1232,136.0,35.0,39.0,3.15,4.1,10.2,0.99225,0.21,1.2,old,6.4,0.46,5
1233,127.0,36.0,31.0,2.94,5.3,9.5,0.9965,0.3,2.2,new,7.1,1.62,5
1234,124.0,29.0,33.0,3.47,4.0,11.0,0.9954,0.38,9.7,old,6.0,0.48,6
1236,176.0,35.0,33.0,3.15,5.3,8.8,1.0103,0.28,31.6,old,7.9,0.38,6
1237,203.0,52.0,34.0,3.17,6.2,9.8,0.99461,0.2,5.8,old,7.2,0.44,6
1238,106.0,38.0,47.0,3.08,9.4,9.1,0.9982,0.49,2.6,new,9.1,0.59,5
1240,61.0,16.0,66.0,3.29,7.000000000000001,9.3,0.99572,0.07,1.6,new,6.8,0.6,5
1242,111.0,23.0,23.0,3.36,2.5,12.7,0.98961,0.34,1.3,old,6.0,0.37,6
1243,16.0,6.0,56.99999999999999,3.38,11.5,9.5,0.99654,0.02,2.1,new,6.6,0.69,5
1244,220.0,30.0,16.0,3.38,4.7,10.1,0.99622,0.26,6.85,old,7.0,0.58,6
1245,101.0,41.0,25.0,3.19,2.1,13.0,0.989315,0.53,1.8,old,6.3,0.31,6
1246,108.0,22.0,35.0,3.23,6.9,9.2,0.9934,0.07,1.4,old,6.1,0.52,5
1247,106.0,21.0,18.0,3.52,4.7,10.5,0.99383,0.24,1.4,old,7.4,0.64,7
1250,150.0,46.0,26.5,3.36,3.6000000000000005,10.8,0.99299,0.28,6.9,old,5.7,0.44,7
1251,85.0,27.0,49.0,3.41,7.400000000000001,9.0,0.99706,0.33,1.9,new,7.6,0.58,5
1252,85.0,15.0,25.0,2.99,3.6000000000000005,11.2,0.99406,0.27,9.7,old,8.0,0.36,6
1255,140.0,29.0,16.0,3.02,2.6,12.5,0.991,0.41,1.7,old,7.8,0.78,6
1256,19.0,14.0,44.0,3.25,6.4,10.4,0.99758,0.42,2.2,new,11.1,0.57,6
1257,17.0,9.0,23.0,3.21,6.9,12.3,0.99376,0.42,1.9,new,8.2,0.54,6
1259,149.0,22.0,37.0,3.16,6.1,9.6,0.9953,0.41,6.3,old,6.7,0.47,6
1260,29.0,12.0,28.000000000000004,3.11,8.2,9.8,0.9997,0.54,2.3,new,12.5,1.36,7
1261,243.0,34.0,49.0,2.98,5.2,9.0,1.0007,0.57,17.8,old,8.7,0.82,5
1262,113.0,41.0,11.0,3.42,4.3,9.3,0.9962,0.34,8.8,old,6.7,0.4,7
1265,97.0,6.0,32.0,3.16,5.4,9.3,0.99424,0.12,4.8,old,6.2,0.5,5
1266,197.0,47.0,23.0,3.12,5.2,9.0,0.99865,0.19,13.7,old,7.2,0.53,5
1267,63.0,14.0,57.99999999999999,3.17,9.6,9.1,0.9984,0.13,2.9,new,8.3,0.62,6
1268,145.0,10.0,18.0,3.23,6.1,10.0,0.9942,0.49,1.8,old,8.0,0.48,5
1269,89.0,15.0,31.0,3.29,5.3,9.9,0.9976,0.41,8.6,old,7.2,0.64,6
1271,39.0,18.0,39.0,3.29,6.9,10.9,0.99859,0.41,8.9,new,9.5,0.81,7
1273,144.0,17.0,49.0,3.2,8.2,9.5,0.9968,0.32,1.9,new,7.9,0.55,5
1275,20.0,6.0,48.0,3.26,11.1,11.7,0.997,0.64,2.2,new,10.6,0.66,6
1277,168.0,47.0,28.000000000000004,3.34,4.3,8.8,0.9994,0.33,14.6,old,7.0,0.67,6
1278,160.0,69.0,27.0,3.16,4.7,9.6,0.99705,0.3,13.0,old,6.8,0.5,6
1280,189.0,26.0,20.0,3.08,2.6,12.1,0.991,0.24,1.6,old,7.8,0.74,7
1284,110.0,5.0,43.0,3.24,5.4,9.1,0.9939,0.27,1.1,old,6.4,0.52,4
1285,32.0,7.0,72.0,3.39,7.6,9.6,0.99668,0.01,1.9,new,7.9,0.54,5
1286,166.0,27.0,33.0,2.9,9.4,9.5,0.99474,0.18,6.3,old,7.1,0.49,5
1287,136.0,50.0,22.0,3.14,4.5,10.6,0.99704,0.3,14.7,old,6.6,0.37,6
1288,167.0,38.0,19.0,2.93,4.3,9.1,0.99954,0.31,19.25,old,6.9,0.52,7
1290,139.0,53.0,18.0,3.25,4.7,10.5,0.99724,0.28,17.05,old,6.4,0.35,6
1291,162.5,62.0,28.000000000000004,3.06,4.9,9.1,0.9984,0.54,12.9,old,7.3,0.45,6
1292,112.0,10.0,28.000000000000004,3.15,5.9,10.1,0.9958,0.49,2.0,old,9.1,0.46,5
1293,146.0,65.0,17.0,3.17,4.6,10.0,0.997,0.44,11.3,old,7.5,0.45,6
1294,142.0,38.0,34.0,3.4,3.0,12.9,0.98892,0.31,2.0,old,5.9,0.41,7
1295,25.0,15.0,38.0,3.44,3.8,11.1,0.99514,0.14,2.2,new,6.4,0.65,6
1299,209.0,48.0,42.0,3.12,7.6,9.0,0.9978,0.74,12.8,old,6.4,0.58,6
1301,31.0,13.0,51.0,3.36,8.4,10.5,0.99538,0.02,1.7,new,7.5,0.54,6
1303,141.0,53.0,31.0,3.12,3.9,10.1,0.99206,0.09,1.4,old,6.7,0.44,5
1305,120.0,25.0,24.0,3.01,5.3,10.5,0.9942,0.49,5.8,old,6.4,0.98,6
1306,140.0,53.0,31.0,3.34,3.1,11.7,0.99321,0.38,10.5,old,5.3,0.46,6
1307,101.0,25.0,28.000000000000004,3.03,3.0,12.1,0.98894,0.26,1.5,old,6.1,0.41,6
1308,92.0,16.0,23.0,3.18,5.3,9.3,0.99372,0.28,2.7,old,7.0,0.56,5
1309,71.0,28.0,60.0,3.5,7.9,9.7,0.9997,0.5,2.3,new,9.6,0.57,5
1310,129.0,36.0,27.0,2.89,3.7000000000000006,11.46666667,0.99085,0.3,2.2,old,8.4,0.3,6
1311,110.0,54.0,23.0,3.07,3.5000000000000004,11.0,0.99176,0.34,1.3,old,8.5,0.55,7
1314,92.0,32.0,17.0,3.26,4.1,11.2,0.99036,0.29,1.1,old,6.1,0.57,6
1315,111.0,36.0,48.0,3.1,8.0,9.7,0.99524,0.02,2.2,new,6.7,0.53,5
1316,86.0,14.0,58.5,3.56,4.4,12.9,0.99264,0.0,1.7,new,5.1,0.94,7
1317,105.0,9.0,54.0,3.25,8.8,10.5,0.99725,0.3,2.2,new,6.9,1.18,6
1318,142.0,40.0,21.0,3.17,2.1,10.8,0.99215,0.31,3.8,old,7.1,0.39,7
1320,154.0,44.0,41.0,3.3,5.0,10.5,0.9931,0.22,7.1,old,5.6,0.4,5
1321,181.0,75.0,29.0,3.02,20.0,9.1,0.9942,0.44,3.6,old,6.4,0.41,5
1323,60.0,5.0,26.0,3.09,17.9,10.1,0.9925,0.4,1.7,old,6.4,0.54,5
1326,194.0,38.0,28.000000000000004,3.34,4.1,9.6,0.9976,0.4,7.8,old,8.3,0.51,6
1327,105.0,36.0,13.0,3.05,4.2,10.7,0.99581,0.37,12.85,old,7.0,0.55,6
1328,120.0,36.0,35.0,3.38,3.4000000000000004,11.5,0.99188,0.26,6.8,old,5.1,0.4,6
1329,93.0,31.0,25.0,2.93,2.6,11.3,0.9916,0.34,1.2,old,9.2,0.37,7
1331,20.0,5.0,50.0,3.31,25.0,10.7,0.999,0.49,2.6,new,9.8,0.79,6
1333,28.0,5.0,68.0,3.14,8.7,10.2,0.9988,0.24,2.2,new,9.6,0.6,5
1334,114.0,21.0,22.0,3.3,4.3,10.7,0.9938,0.35,5.5,old,6.8,0.53,7
1335,163.0,50.0,30.0,3.39,3.1,12.7,0.9895,0.3,2.1,old,6.1,0.43,7
1337,174.0,36.0,31.0,3.46,5.9,11.1,0.9963,0.34,7.4,old,6.9,0.62,7
1339,174.0,41.0,20.0,3.22,5.3,11.6,0.99306,0.38,3.5,old,8.2,0.41,5
1342,138.0,42.0,24.0,3.01,5.4,8.8,0.9984,0.32,12.2,old,7.8,0.54,5
1343,128.0,37.0,25.0,3.27,3.9,11.3,0.9936,0.27,9.05,old,6.9,0.34,8
1344,111.0,31.0,30.0,2.97,3.2,12.2,0.9889,0.21,1.1,old,6.2,0.42,6
1346,109.0,36.0,39.0,3.19,3.5000000000000004,12.2,0.9918,0.28,4.9,old,7.7,0.58,7
1347,148.0,22.0,41.0,3.3,6.6000000000000005,9.633333333,0.99266,0.23,1.1,old,6.0,0.47,5
1350,61.0,34.0,52.0,3.43,7.8,10.8,0.99528,0.13,2.4,new,7.4,0.59,6
1351,180.0,39.0,34.0,3.13,3.3000000000000003,12.3,0.9936,0.49,9.0,old,8.0,0.38,8
1352,104.0,37.0,28.000000000000004,3.28,2.8,11.8,0.99161,0.52,6.2,old,6.0,0.51,7
1354,101.0,17.0,20.0,3.37,4.4,10.0,0.99471,0.22,1.6,old,7.2,0.53,5
1355,14.0,5.0,50.0,3.29,8.2,10.7,0.9987,0.34,3.6,new,9.4,0.52,6
1356,107.0,25.0,10.0,3.59,3.9,10.5,0.99511,0.24,6.0,old,6.3,0.49,7
1359,90.0,12.0,11.0,3.57,2.8,12.2,0.99008,0.32,1.6,old,5.1,0.52,6
1360,123.0,39.0,24.0,3.17,3.7000000000000006,11.2,0.992,0.32,1.3,old,7.0,0.42,8
1361,133.0,13.0,32.0,3.07,4.2,9.5,0.9938,0.26,1.8,old,7.5,0.38,5
1362,97.0,30.0,28.000000000000004,3.26,5.0,10.1,0.9951,0.4,6.9,old,8.1,0.44,6
1363,200.0,57.0,31.0,3.17,4.3,9.4,0.99566,0.18,7.7,old,6.7,0.44,6
1365,25.0,6.0,53.0,3.12,6.3,9.3,0.9998,0.48,2.5,new,10.3,0.59,6
1367,189.0,48.0,24.0,3.25,4.2,11.4,0.992,0.25,1.7,old,7.0,0.42,6
1368,165.0,53.0,21.0,3.25,4.4,9.5,0.9969,0.24,12.1,old,5.9,0.39,5
1369,14.0,4.0,76.5,3.29,7.8,9.7,0.998,0.04,1.6,new,9.1,0.54,4
1371,124.0,22.0,29.0,3.14,4.2,10.8,0.9944,0.49,7.1,old,8.1,0.41,6
1372,42.0,26.0,67.0,3.39,6.1,10.9,0.99489,0.02,1.9,new,6.7,0.82,6
1376,121.0,34.0,17.0,3.06,4.1,10.5,0.99092,0.31,1.5,old,6.5,0.46,6
1377,162.0,64.0,12.0,3.4,5.4,9.4,0.9962,0.32,9.6,old,7.1,0.41,5
1378,149.0,46.0,19.0,2.99,6.1,9.3,0.99772,0.27,11.2,old,7.2,0.59,6
1380,142.0,29.0,28.000000000000004,3.17,3.3000000000000003,10.7,0.99205,0.42,1.2,old,7.3,0.43,4
1381,8.0,4.0,36.0,3.36,6.7,12.8,0.9928,0.32,1.8,new,6.8,0.55,7
1382,90.0,22.0,19.0,3.18,4.6,11.7,0.99038,0.28,1.4,old,6.5,0.51,7
1384,35.0,18.0,56.00000000000001,3.44,8.4,10.0,0.9968,0.03,1.7,new,6.8,0.63,6
1386,125.0,61.0,27.0,3.14,4.2,10.2,0.99532,0.28,9.8,old,6.1,0.42,6
1387,53.0,29.0,40.0,3.37,9.2,10.3,0.9967,0.12,3.0,new,7.5,0.7,6
1388,160.0,83.0,20.0,3.16,3.8,9.4,0.9987,0.42,14.0,old,6.7,0.5,6
1389,18.0,6.0,36.0,3.04,15.2,9.4,0.9986,0.59,2.2,new,10.6,1.05,5
1390,174.0,48.0,19.0,3.13,6.0,10.5,0.9962,0.38,10.6,old,7.6,0.38,6
1391,44.0,32.0,60.0,3.45,9.0,10.5,0.9949,0.08,2.0,new,6.2,0.58,5
1392,141.0,32.0,67.0,3.17,11.7,9.4,0.9968,0.55,1.8,new,8.1,0.62,5
1393,78.0,14.0,25.0,2.94,2.8,11.5,0.99238,0.28,7.25,old,7.4,0.37,7
1394,152.0,52.0,44.0,3.12,4.4,8.7,0.9975,0.62,11.8,old,7.1,0.46,6
1395,145.0,44.0,36.0,3.22,3.8,11.2,0.99184,0.22,5.25,old,6.2,0.4,6
1397,129.0,47.0,18.0,3.28,3.9,10.3,0.99678,0.41,14.2,old,6.5,0.72,7
1398,100.0,11.0,19.0,3.46,2.7,13.2,0.98964,0.31,2.7,old,5.6,0.4,7
1399,109.0,30.0,59.5,3.27,8.6,9.3,0.9998,0.41,7.9,new,8.9,0.57,5
1401,188.0,59.0,23.0,3.16,4.4,9.5,0.99558,0.18,8.5,old,6.6,0.49,5
1402,133.0,43.0,23.0,3.26,3.8,8.8,0.99924,0.36,16.3,old,6.5,0.41,5
1404,187.0,47.0,23.0,3.13,4.7,10.2,0.9933,0.29,1.8,old,8.2,0.5,6
1405,104.0,27.0,19.0,3.04,12.3,9.4,0.9954,0.23,5.7,old,7.0,0.54,6
1407,170.0,15.0,38.0,3.13,5.5,9.9,0.99605,0.56,9.7,old,7.5,0.65,6
1408,44.0,24.0,36.0,3.4,7.400000000000001,11.0,0.99534,0.46,2.1,new,7.2,0.85,7
1409,139.0,36.0,27.0,3.04,5.4,10.03333333,0.99788,0.52,15.7,old,7.4,0.62,6
1410,12.0,4.0,33.0,3.3,6.7,12.8,0.99473,0.32,2.8,new,8.2,0.76,7
1411,110.0,24.0,27.0,3.36,3.4000000000000004,12.5,0.9898,0.32,1.1,old,6.1,0.4,6
1413,145.0,24.0,30.0,3.1,7.6,10.1,0.99344,0.27,1.5,old,7.0,0.52,5
1414,130.0,29.0,20.0,3.11,3.8,10.5,0.99496,0.27,10.9,old,6.6,0.44,7
1415,92.0,10.0,39.0,3.07,3.6000000000000005,12.1,0.99206,0.28,9.2,old,6.6,0.35,6
1417,154.0,45.0,32.0,3.2,3.8,10.4,0.99568,0.4,8.7,old,7.2,0.47,6
1419,191.0,36.0,22.0,3.05,6.4,9.5,0.99297,0.19,1.1,old,6.5,0.5,6
1420,111.0,19.0,23.0,3.1,8.5,8.7,1.00044,0.25,18.8,old,7.2,0.51,5
1421,60.0,23.0,23.0,3.41,4.6,12.1,0.9971,0.37,1.8,new,7.7,0.71,6
1423,105.0,35.0,24.0,3.13,4.0,12.4,0.98914,0.27,1.5,old,6.4,0.3,6
1424,105.0,30.0,22.0,3.2,2.9,11.8,0.99206,0.36,5.5,old,6.6,0.47,6
1425,165.0,51.0,23.0,3.26,4.1,12.2,0.9908,0.37,1.9,old,7.3,0.4,8
1428,133.0,19.0,30.0,3.52,3.0,11.5,0.9933,0.47,7.85,old,5.9,0.43,7
1429,104.0,22.0,14.000000000000002,3.34,2.9,9.0,0.9949,0.27,4.6,old,5.5,0.44,5
1432,181.0,37.0,22.0,2.87,4.4,9.5,0.998,0.56,8.2,old,10.7,0.68,6
1433,71.0,11.0,26.0,2.89,5.3,9.5,0.99402,0.33,2.6,old,8.2,0.49,5
1436,158.0,26.0,42.0,3.24,4.4,9.0,0.99772,0.13,12.8,old,6.6,0.47,5
1437,21.0,10.0,56.00000000000001,3.15,7.8,9.9,0.99576,0.18,1.6,new,9.2,0.49,5
1438,116.0,36.0,25.0,3.18,2.4,12.5,0.98935,0.44,1.7,old,6.3,0.4,6
1439,102.0,36.0,24.0,3.18,3.5000000000000004,12.2,0.9905,0.34,3.0,old,7.0,0.43,6
1440,116.0,37.0,23.0,3.23,3.9,10.7,0.9927,0.22,3.75,old,6.3,0.5,6
1441,53.0,12.0,21.0,2.8,3.8,10.6,0.9926,0.28,1.2,old,9.6,0.46,5
1442,166.0,19.5,27.0,3.13,2.9,10.6,0.99669,0.34,10.7,old,8.9,0.48,5
1447,106.0,35.0,48.0,3.1,9.4,9.2,0.9982,0.24,2.85,new,8.9,0.53,5
1448,53.0,17.0,34.0,3.05,9.4,9.5,1.0014,0.52,3.2,new,13.3,0.81,6
1449,218.0,30.5,25.0,3.16,6.1,9.5,0.99388,0.31,1.35,old,6.7,0.53,5
1450,167.0,38.0,19.0,2.93,4.3,9.1,0.99954,0.31,19.25,old,6.9,0.52,7
1452,94.0,38.0,21.0,2.99,3.3000000000000003,11.8,0.99075,0.28,2.7,old,7.2,0.43,7
1453,118.0,37.0,22.0,3.08,4.7,8.8,0.99906,0.23,17.3,old,6.6,0.46,6
1458,126.0,47.0,34.0,2.96,2.7,12.5,0.99124,0.44,6.5,old,7.9,0.37,6
1460,194.0,48.0,29.0,3.09,5.3,9.4,0.9974,0.5,13.3,old,6.8,0.45,5
1461,124.0,20.0,16.0,3.32,5.6,10.7,0.9948,0.49,2.0,old,7.7,0.49,6
1462,90.0,23.0,39.0,3.17,19.4,10.5,0.99212,0.79,1.4,old,7.1,0.46,6
1466,84.0,16.0,19.0,3.15,5.0,9.8,0.9936,0.36,1.8,old,8.0,0.45,7
1467,126.0,16.0,63.0,3.28,9.9,9.5,0.9969,0.12,3.8,new,6.8,0.61,5
1468,122.0,29.0,25.5,3.37,5.1,11.3,0.99048,0.33,1.2,old,5.4,0.66,6
1469,183.0,24.0,27.0,3.29,4.2,10.7,0.99215,0.33,1.4,old,6.6,0.46,5
1470,59.0,21.0,66.0,3.37,8.3,11.5,0.9989,0.39,3.2,new,9.8,0.71,7
1471,112.0,30.0,41.0,3.29,4.8,11.2,0.99138,0.21,1.9,old,5.7,0.55,6
1472,109.0,27.0,16.0,3.34,2.6,10.1,0.9934,0.34,1.6,old,6.7,0.58,6
1473,164.0,35.0,55.00000000000001,3.53,3.2,12.5,0.9918,0.14,8.3,old,5.0,0.51,8
1474,155.0,54.0,43.0,3.11,4.5,8.7,0.9974,0.61,11.8,old,7.1,0.45,5
1476,176.0,44.0,18.0,3.38,4.4,9.0,0.9996,0.74,15.6,old,7.1,0.67,6
1477,196.0,55.0,27.0,3.15,4.9,9.3,0.9984,0.26,16.1,old,6.8,0.5,5
1479,81.0,26.0,24.0,2.86,4.2,9.7,0.9954,0.22,10.7,old,7.4,0.36,6
1481,181.0,57.0,38.0,3.24,11.7,9.5,0.99459,0.2,5.3,old,6.4,0.43,6
1482,15.0,7.0,20.0,3.32,5.4,11.9,0.99458,0.35,1.7,new,7.9,0.8,7
1483,115.0,56.0,22.0,3.18,2.3,11.7,0.98958,0.34,1.4,old,6.4,0.7,6
1484,132.0,31.0,19.0,3.36,4.0,10.8,0.9922,0.32,1.4,old,6.5,0.54,7
1485,163.0,72.0,18.0,3.42,5.6,9.1,1.0,0.36,13.1,old,7.4,0.35,6
1487,118.0,14.0,21.0,2.96,3.9,10.4,0.9942,0.3,7.9,old,7.4,0.34,5
1488,26.0,10.0,49.0,3.16,7.200000000000001,12.5,0.9968,0.63,2.9,new,10.2,0.78,7
1489,189.0,53.0,14.000000000000002,3.25,5.0,8.6,0.9966,0.33,7.6,old,6.5,0.49,5
1490,131.0,47.0,13.0,3.51,5.8,10.3,0.9946,0.3,4.9,old,6.6,0.45,6
1491,30.0,12.0,49.0,3.42,7.400000000000001,10.2,0.9959,0.1,2.3,new,6.9,0.58,6
1493,81.0,23.0,16.0,3.26,2.9,12.2,0.99,0.47,1.4,old,6.2,0.42,6
1494,153.0,46.0,23.0,3.2,3.6000000000000005,9.4,0.99576,0.37,8.5,old,6.6,0.48,6
1496,115.0,24.0,28.000000000000004,3.05,3.9,8.6,0.9942,0.3,3.1,old,6.3,0.43,5
1497,172.0,60.0,39.0,3.06,4.2,10.6,0.99114,0.13,1.2,old,6.0,0.52,5
1499,55.0,5.0,26.0,3.1,6.800000000000002,9.6,0.9944,0.47,1.6,old,7.6,0.45,5
1500,120.0,17.0,41.0,3.21,6.3,9.2,0.9932,0.05,1.5,old,6.0,0.56,6
1501,206.0,47.0,31.0,3.26,4.8,9.1,0.9964,0.26,8.6,old,7.4,0.36,5
1502,161.0,44.0,27.0,3.06,3.6000000000000005,8.9,0.9977,0.58,11.2,old,7.8,0.41,6
1503,37.0,14.0,43.0,3.34,8.9,9.2,0.99615,0.36,1.6,new,7.0,0.56,6
1504,26.0,17.0,68.0,3.45,8.7,9.5,0.99783,0.0,2.3,new,7.1,0.53,5
1506,187.0,53.0,26.0,3.16,5.1,9.7,0.996,0.19,8.2,old,7.1,0.52,5
1507,124.0,57.0,14.000000000000002,2.91,2.8,10.7,0.99176,0.51,4.3,old,6.7,0.54,7
1508,88.0,33.0,42.0,3.19,9.2,9.2,0.99823,0.21,2.5,new,8.8,0.52,5
1509,173.0,58.0,33.0,3.25,3.7000000000000006,9.4,0.99882,0.41,16.8,old,6.2,0.57,6
1510,102.0,22.0,18.0,3.28,4.7,10.7,0.9937,0.4,1.6,old,7.4,0.44,5
1511,191.0,45.0,26.0,3.16,5.6,9.5,0.99527,0.35,7.7,old,6.4,0.5,5
1512,15.0,6.0,51.0,3.09,10.7,11.8,0.9973,0.64,2.4,new,10.5,0.66,7
1514,189.0,51.0,40.0,3.0,5.0,11.4,0.99174,0.25,1.8,old,7.0,0.55,6
1515,209.0,53.0,25.0,3.12,2.4,10.8,0.99563,0.32,8.2,old,7.5,0.46,6
1516,58.0,27.0,86.5,3.61,7.1,12.7,0.995,0.03,3.2,new,6.4,0.49,6
1518,102.0,31.0,21.0,3.22,4.1,10.9,0.99221,0.39,2.3,old,6.6,0.58,7
1519,67.0,21.0,23.0,3.5,6.3,11.1,0.9952,0.4,1.6,new,7.0,0.63,5
1521,184.0,43.0,24.0,3.05,5.6,9.2,0.9997,0.3,17.45,old,8.0,0.5,6
